personid,gender,birthmonth,birthyear,highestgradecompleted,maritalstatus,childathome,childnotathome,wageincome,weeklyhrscomputer,weeklyhrstv,nightlyhrssleep,satverbal,satmath,gpaoverall,gpaenglish,gpamath,gpascience,highestdegree,govprovidejobs,govpricecontrols,weeksworked17
121568,Male,1,1984,12,Divorced,1,0,49000,7 to 9 hours a week,3 to 10 hours a week,5,,,218,145,190,167,2. High School,,,52
121621,Male,1,1980,,,,,,,,,,,302,345,325,150,1. GED,,,
121638,Female,12,1984,12,Divorced,,,,None,11 to 20 hours a week,3,,,255,252,208,160,2. High School,,,0
122036,Female,4,1982,12,Never-married,2,1,,10 hours or more a week,11 to 20 hours a week,12,,,,,,,2. High School,,,0
122128,Male,10,1982,12,Never-married,3,0,64000,4 to 6 hours a week,Less than 2 hours per week,9,,,,,,,2. High School,1. Definitely,1. Definitely,52
122241,Female,11,1983,19,Married,2,0,31000,10 hours or more a week,Less than 2 hours per week,7,530,580,365,360,325,325,5. Masters,,,44
122265,Male,11,1981,9,Divorced,1,2,140000,10 hours or more a week,21 to 30 hours a week,5,,,183,70,280,135,1. GED,4. Definitely not,4. Definitely not,52
122477,Male,7,1980,17,Divorced,0,1,125000,10 hours or more a week,3 to 10 hours a week,6,,,233,212,235,160,4. Bachelors,,,52
122483,Female,5,1983,16,Married,3,0,55000,10 hours or more a week,3 to 10 hours a week,8,,,343,329,323,359,4. Bachelors,,,46
122530,Female,5,1980,16,Married,2,0,37500,10 hours or more a week,3 to 10 hours a week,7,,,325,288,290,267,2. High School,,,49
122784,Male,6,1981,16,Married,2,0,73000,10 hours or more a week,11 to 20 hours a week,6,520,530,333,308,325,325,4. Bachelors,,,52
123140,Female,6,1984,9,,2,0,10000,4 to 6 hours a week,3 to 10 hours a week,10,,,,,,,0. None,1. Definitely,1. Definitely,47
123169,Male,4,1980,16,Never-married,,,38000,10 hours or more a week,3 to 10 hours a week,7,,,374,382,383,330,4. Bachelors,,,51
123259,Female,11,1982,17,Married,1,0,1000,1 to 3 hours a week,Less than 2 hours per week,5,,,301,320,251,220,3. Associates,,,48
123329,Male,6,1982,12,Married,1,0,36000,4 to 6 hours a week,Less than 2 hours per week,5,,,,,,,2. High School,,,10
123373,Female,1,1983,,,,,,,,,,,284,245,290,190,2. High School,,,
123530,Female,7,1984,17,Divorced,1,0,49000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,3. Associates,,,51
123662,Female,11,1983,12,Never-married,2,0,30000,10 hours or more a week,3 to 10 hours a week,8,,,325,254,238,375,2. High School,,,52
123853,Female,12,1984,15,Married,4,0,12000,Less than 1 hour a week,11 to 20 hours a week,8,,,369,375,300,350,2. High School,2. Probably ,2. Probably ,49
123908,Female,8,1983,12,Never-married,1,0,27000,1 to 3 hours a week,11 to 20 hours a week,7,,,305,245,290,250,2. High School,2. Probably ,1. Definitely,48
123947,Female,6,1981,11,Never-married,1,1,22000,10 hours or more a week,11 to 20 hours a week,5,,,,,,,1. GED,1. Definitely,1. Definitely,52
124196,Female,4,1982,20,Married,1,0,,10 hours or more a week,Less than 2 hours per week,8,,,352,338,325,313,5. Masters,,,48
124436,Female,5,1983,14,Never-married,2,0,,10 hours or more a week,3 to 10 hours a week,4,,,267,270,260,290,2. High School,,,52
124467,Male,7,1981,18,Married,2,0,70000,10 hours or more a week,3 to 10 hours a week,6,460,450,264,240,250,290,4. Bachelors,3. Probably not,1. Definitely,52
124491,Male,7,1984,15,Never-married,,,43000,10 hours or more a week,3 to 10 hours a week,6,,,301,289,213,292,2. High School,,,49
124616,Female,4,1982,16,Never-married,,,50000,4 to 6 hours a week,Less than 2 hours per week,6,,,250,,,,4. Bachelors,,,52
124653,Male,1,1980,12,Never-married,,,50000,1 to 3 hours a week,Less than 2 hours per week,7,,,307,268,295,375,2. High School,,,50
124823,Female,9,1980,,,,,,,,,,,380,380,380,367,5. Masters,,,
124841,Female,10,1984,12,Married,1,0,25000,1 to 3 hours a week,3 to 10 hours a week,7,,,,,,,2. High School,1. Definitely,2. Probably ,52
124852,Male,5,1982,,,,,,,,,,,206,255,142,100,2. High School,,,
124862,Male,7,1980,16,Married,3,0,75000,10 hours or more a week,11 to 20 hours a week,7,,,,,,,4. Bachelors,,,52
124966,Male,7,1983,,,,,,,,,,,301,293,,290,1. GED,,,
125057,Male,8,1981,12,Never-married,1,0,40000,10 hours or more a week,3 to 10 hours a week,6,,,256,190,320,287,2. High School,,,45
125121,Male,10,1982,,,,,,,,,,,335,287,300,285,2. High School,4. Definitely not,2. Probably ,
125323,Male,10,1981,,,,,,,,,,,180,,100,,2. High School,,,
125404,Female,7,1984,15,Never-married,2,0,15000,10 hours or more a week,Less than 2 hours per week,8,,,298,287,280,290,2. High School,2. Probably ,1. Definitely,47
125501,Male,3,1984,,,,,,,,,,,308,273,307,200,2. High School,1. Definitely,2. Probably ,
125565,Male,8,1982,18,Never-married,,,28800,10 hours or more a week,3 to 10 hours a week,8,,,259,282,202,191,4. Bachelors,,,50
125589,Female,5,1981,12,Never-married,1,0,27000,4 to 6 hours a week,3 to 10 hours a week,7,,,218,150,220,160,2. High School,2. Probably ,1. Definitely,44
125732,Male,12,1984,,,,,,,,,550,520,265,248,245,300,2. High School,,,
125750,Female,2,1981,18,Never-married,,,88000,10 hours or more a week,3 to 10 hours a week,8,,,388,389,350,400,5. Masters,,,51
125787,Male,7,1981,13,Never-married,2,1,15000,None,3 to 10 hours a week,5,,,248,170,300,,1. GED,2. Probably ,2. Probably ,43
125824,Female,10,1982,7,Never-married,1,0,,None,11 to 20 hours a week,8,,,,,,,0. None,1. Definitely,1. Definitely,0
125904,Male,12,1982,12,Never-married,,,,None,31 to 40 hours a week,8,,,271,251,251,290,2. High School,3. Probably not,3. Probably not,52
125988,Male,3,1982,16,Married,2,0,70000,10 hours or more a week,3 to 10 hours a week,8,,,307,350,343,300,4. Bachelors,,,52
126051,Male,5,1983,11,Never-married,,,,1 to 3 hours a week,11 to 20 hours a week,7,,,,,,,1. GED,,,0
126111,Female,11,1981,12,Never-married,,,,None,Less than 2 hours per week,6,,,251,260,167,245,2. High School,,,0
126202,Female,3,1981,11,Never-married,1,0,,None,3 to 10 hours a week,7,,,,,,,1. GED,,,52
126263,Male,8,1984,,,,,,,,,550,640,372,356,370,361,5. Masters,,,
126324,Female,5,1983,12,Married,,,27000,10 hours or more a week,3 to 10 hours a week,5,,,357,380,284,367,2. High School,,,52
126329,Female,10,1984,12,Married,1,0,51300,10 hours or more a week,3 to 10 hours a week,7,,,363,338,318,400,2. High School,,,52
126344,Male,4,1983,,,,,,,,,,,,,,,4. Bachelors,,,
126355,Male,7,1984,16,Never-married,1,0,47000,10 hours or more a week,3 to 10 hours a week,7,,,347,367,300,338,4. Bachelors,,2. Probably ,49
126382,Female,11,1981,,,,,,,,,,,263,241,170,147,3. Associates,,,
126597,Male,12,1984,15,Married,1,0,65000,1 to 3 hours a week,3 to 10 hours a week,6,260,430,336,322,325,260,3. Associates,,,52
126663,Male,10,1980,,,,,,,,,,,,,,,2. High School,,,
126810,Male,3,1981,,,,,,,,,,,366,359,379,363,4. Bachelors,,,
126930,Female,2,1981,,,,,,,,,,,239,290,216,260,2. High School,1. Definitely,1. Definitely,
127193,Male,4,1982,,,,,,,,,,,,,,,2. High School,,,
127352,Male,5,1983,16,Married,3,0,55000,10 hours or more a week,11 to 20 hours a week,6,,,,,,,4. Bachelors,,,52
127408,Female,3,1983,17,Married,2,0,84000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,,,52
127411,Male,9,1984,,,,,,,,,,,208,178,190,100,0. None,,,
127753,Female,1,1981,12,Married,2,0,27000,1 to 3 hours a week,3 to 10 hours a week,7,,,302,274,290,297,2. High School,3. Probably not,1. Definitely,47
127783,Male,9,1983,9,Married,3,0,24000,None,Less than 2 hours per week,8,,,304,293,320,,1. GED,,,50
127829,Female,2,1980,,,,,,,,,,,,,,,1. GED,,,
127859,Male,9,1980,,,,,,,,,,,,,,,0. None,,,
127908,Female,8,1982,16,Divorced,2,0,110000,10 hours or more a week,11 to 20 hours a week,6,,,,,,,3. Associates,,,52
127909,Female,6,1980,11,Never-married,4,0,,1 to 3 hours a week,Less than 2 hours per week,10,,,253,167,100,280,1. GED,,,0
128136,Female,1,1984,,,,,,,,,,,,,,,1. GED,2. Probably ,2. Probably ,
128140,Female,4,1981,11,Never-married,,,20000,None,Less than 2 hours per week,8,,,224,220,267,267,0. None,,,46
128202,Male,10,1981,12,Married,,,30000,10 hours or more a week,11 to 20 hours a week,8,,,248,220,290,145,2. High School,,,52
128324,Female,2,1981,16,Never-married,6,0,45000,10 hours or more a week,3 to 10 hours a week,6,620,560,304,332,320,280,2. High School,4. Definitely not,1. Definitely,47
128379,Male,1,1984,16,,,,70000,10 hours or more a week,3 to 10 hours a week,8,390,430,256,272,238,234,4. Bachelors,,,51
128477,Female,11,1980,14,Divorced,,,36000,10 hours or more a week,3 to 10 hours a week,7,,,362,308,400,295,3. Associates,,2. Probably ,52
128519,Female,8,1980,12,Married,3,0,15000,1 to 3 hours a week,3 to 10 hours a week,7,,,,,,,2. High School,,,52
128679,Male,3,1980,20,Married,1,0,73000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,6. PhD,,,42
128689,Male,8,1983,,,,,,,,,,,,,,,2. High School,,,
128746,Male,10,1982,12,Never-married,2,0,50000,10 hours or more a week,3 to 10 hours a week,6,,,206,162,203,180,2. High School,,,52
128785,Male,8,1983,15,Never-married,,,,4 to 6 hours a week,3 to 10 hours a week,5,,,,,,,3. Associates,,,49
128797,Female,8,1980,13,Never-married,,,35000,10 hours or more a week,3 to 10 hours a week,6,,,193,228,227,100,2. High School,,,52
128942,Male,5,1980,10,Never-married,0,2,65000,None,11 to 20 hours a week,6,,,250,,,,1. GED,3. Probably not,1. Definitely,50
129018,Female,9,1982,13,Married,1,0,20000,7 to 9 hours a week,3 to 10 hours a week,6,,,199,169,266,245,2. High School,,,4
129115,Female,12,1981,,Divorced,,,,10 hours or more a week,Less than 2 hours per week,7,,,307,377,300,400,0. None,,,0
129197,Male,8,1984,12,Married,3,0,0,None,11 to 20 hours a week,7,,,,,,,2. High School,1. Definitely,1. Definitely,52
129210,Male,11,1983,,,,,,,,,,,291,275,267,213,2. High School,,,
129366,Male,9,1984,12,Divorced,1,0,37000,10 hours or more a week,3 to 10 hours a week,6,420,500,284,268,293,208,2. High School,,,52
129440,Male,2,1983,,,,,,,,,,,362,347,368,354,2. High School,,,
129446,Male,6,1981,,,,,,,,,,,,,,,2. High School,,,
129488,Female,3,1982,,,,,,,,,,,220,238,120,170,2. High School,,,
129565,Female,10,1980,18,Married,2,0,73000,10 hours or more a week,3 to 10 hours a week,5,420,400,276,280,223,295,5. Masters,2. Probably ,1. Definitely,52
129671,Male,3,1982,,,,,,,,,,,331,281,257,300,2. High School,4. Definitely not,2. Probably ,
129700,Female,4,1982,13,Married,4,0,9000,None,3 to 10 hours a week,9,,,,,,,2. High School,,,0
129726,Female,7,1980,11,Never-married,2,5,,None,21 to 30 hours a week,8,,,,,,,0. None,,,0
129744,Male,5,1982,95,Divorced,3,0,,10 hours or more a week,3 to 10 hours a week,7,,,,,,,1. GED,1. Definitely,1. Definitely,31
129775,Female,4,1981,13,Divorced,4,0,,10 hours or more a week,Less than 2 hours per week,5,,,301,266,252,280,2. High School,,,48
129917,Male,8,1983,12,Married,3,0,103000,1 to 3 hours a week,3 to 10 hours a week,5,,,296,235,290,287,2. High School,,,47
129989,Female,9,1981,8,Widowed,4,0,4000,Less than 1 hour a week,Less than 2 hours per week,6,,,,,,,0. None,,,50
130237,Male,3,1982,,,,,,,,,,,267,211,234,228,2. High School,,,
130312,Female,10,1982,12,Never-married,,,10000,4 to 6 hours a week,11 to 20 hours a week,8,,,323,338,300,,2. High School,,,48
130323,Male,1,1984,12,Never-married,,,20000,10 hours or more a week,3 to 10 hours a week,8,,,201,198,122,257,2. High School,,,45
130367,Female,7,1982,,,,,,,,,,,231,235,190,200,2. High School,1. Definitely,1. Definitely,
130370,Male,10,1984,16,Married,,,14000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,,,
130512,Male,4,1981,15,Never-married,,,57000,10 hours or more a week,Less than 2 hours per week,6,,,,,,,1. GED,,,42
130526,Male,7,1983,12,Divorced,,,,None,More than 40 hours a week,12,,,163,300,,,2. High School,1. Definitely,1. Definitely,11
130701,Male,6,1984,14,Married,1,0,12000,None,31 to 40 hours a week,7,,,245,100,327,271,2. High School,,,0
130752,Female,10,1983,12,Never-married,2,0,42000,10 hours or more a week,Less than 2 hours per week,6,,,,,,,2. High School,3. Probably not,1. Definitely,52
130903,Female,9,1983,16,Never-married,2,0,50000,10 hours or more a week,3 to 10 hours a week,6,,,345,336,380,375,2. High School,,,52
130911,Female,8,1982,13,Married,2,0,,4 to 6 hours a week,3 to 10 hours a week,6,,,300,,,,2. High School,,,46
131151,Male,12,1984,14,Married,,,65000,10 hours or more a week,Less than 2 hours per week,7,,,307,255,340,288,3. Associates,,,0
131392,Female,12,1981,16,Married,2,0,22000,10 hours or more a week,3 to 10 hours a week,7,,,299,290,285,287,4. Bachelors,,,52
131522,Male,12,1980,13,Married,2,4,7000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,1. GED,,,52
131592,Male,3,1982,10,Divorced,2,2,,None,31 to 40 hours a week,2,,,,,,,0. None,,,0
131689,Male,7,1981,16,Married,,,105000,10 hours or more a week,Less than 2 hours per week,8,350,470,291,280,255,257,4. Bachelors,3. Probably not,3. Probably not,52
131858,Male,11,1980,20,Married,3,0,235884,10 hours or more a week,3 to 10 hours a week,8,,,,,,,7. Professional,4. Definitely not,4. Definitely not,52
132049,Male,4,1982,17,Never-married,,,38000,10 hours or more a week,11 to 20 hours a week,7,,,,,,,4. Bachelors,3. Probably not,4. Definitely not,52
132074,Female,10,1980,14,Married,6,0,10000,None,31 to 40 hours a week,6,,,,,,,2. High School,,,0
132109,Female,9,1983,12,Married,3,0,,1 to 3 hours a week,3 to 10 hours a week,8,,,307,320,183,343,2. High School,,,0
132207,Female,6,1980,15,Never-married,1,0,38000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,1. GED,,,48
132259,Male,8,1982,17,Never-married,,,,10 hours or more a week,3 to 10 hours a week,8,,,349,342,300,300,3. Associates,,,52
132295,Male,10,1983,12,Married,,,,10 hours or more a week,3 to 10 hours a week,5,,,204,70,140,196,2. High School,,,33
132377,Female,9,1982,12,Never-married,3,0,,10 hours or more a week,Less than 2 hours per week,8,,,,,,,1. GED,1. Definitely,2. Probably ,52
132392,Male,5,1984,11,Never-married,,,49000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,1. GED,,,52
132459,Male,3,1984,16,Married,1,0,46000,10 hours or more a week,3 to 10 hours a week,5,,,,,,,4. Bachelors,3. Probably not,3. Probably not,50
132626,Female,7,1980,17,Married,3,0,41000,10 hours or more a week,3 to 10 hours a week,7,,,358,313,349,400,4. Bachelors,3. Probably not,2. Probably ,48
132679,Female,7,1984,12,,3,0,9000,None,More than 40 hours a week,7,,,,,,,2. High School,,,52
132778,Female,7,1984,18,Never-married,,,76000,10 hours or more a week,3 to 10 hours a week,7,510,470,296,284,290,315,5. Masters,,,52
132865,Male,5,1984,9,Never-married,,,50000,None,3 to 10 hours a week,5,,,,,,,0. None,,,52
133050,Female,11,1983,14,Never-married,1,0,80000,10 hours or more a week,3 to 10 hours a week,5,370,330,237,190,225,300,2. High School,,,0
133152,Male,10,1982,,,,,,,,,,,,,,,2. High School,,,
133619,Female,7,1981,19,Married,3,0,235884,10 hours or more a week,Less than 2 hours per week,6,,,342,325,233,334,5. Masters,,,52
133717,Female,10,1982,,,,,,,,,,,304,315,235,280,2. High School,,,
133725,Male,5,1984,12,Separated,,,25000,10 hours or more a week,11 to 20 hours a week,5,,,253,235,287,280,2. High School,,,52
133785,Female,7,1981,16,Married,3,0,,7 to 9 hours a week,11 to 20 hours a week,7,,,270,259,220,224,4. Bachelors,2. Probably ,,36
133916,Male,1,1983,11,Never-married,,,,None,More than 40 hours a week,5,,,181,229,222,150,0. None,1. Definitely,1. Definitely,0
133982,Female,8,1983,,,,,,,,,,,,,,,2. High School,,,
134061,Female,4,1980,,,,,,,,,,,270,263,265,235,4. Bachelors,,,
134275,Male,6,1981,,,,,,,,,,,,,,,4. Bachelors,,,
134357,Female,5,1984,12,Married,2,0,17000,Less than 1 hour a week,Less than 2 hours per week,8,,,313,289,295,285,2. High School,,,52
134388,Male,9,1982,12,Married,2,0,52000,1 to 3 hours a week,3 to 10 hours a week,6,,,,,,,2. High School,4. Definitely not,2. Probably ,47
134516,Female,6,1981,15,Never-married,,,81000,10 hours or more a week,3 to 10 hours a week,6,,,315,335,213,240,2. High School,,,52
134589,Male,5,1982,14,Divorced,2,0,,1 to 3 hours a week,Less than 2 hours per week,8,,,,,,,2. High School,2. Probably ,1. Definitely,0
134650,Male,5,1980,12,Never-married,,,23000,1 to 3 hours a week,3 to 10 hours a week,8,,,195,199,183,130,,,,52
134769,Male,3,1982,,,,,,,,,,,193,300,100,100,1. GED,,,
134834,Male,11,1984,14,Never-married,,,,,3 to 10 hours a week,4,500,540,310,227,292,300,3. Associates,3. Probably not,2. Probably ,52
134862,Female,5,1981,14,Never-married,0,1,6000,4 to 6 hours a week,Less than 2 hours per week,8,,,316,284,284,292,2. High School,,,47
134935,Male,3,1982,,,,,,,,,,,,,,,2. High School,1. Definitely,2. Probably ,
134936,Female,3,1980,,,,,,,,,,,,,,,0. None,,,
135335,Female,9,1981,,,,,,,,,350,470,309,310,293,333,4. Bachelors,,,
135366,Male,9,1981,14,Married,1,1,26000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,2. High School,4. Definitely not,2. Probably ,49
135483,Female,5,1984,12,Married,1,0,30000,10 hours or more a week,3 to 10 hours a week,6,,,297,308,240,210,2. High School,,,52
135618,Male,6,1982,,,,,,,,,,,,,,,2. High School,,,
135777,Male,6,1980,14,Widowed,0,2,40000,4 to 6 hours a week,3 to 10 hours a week,6,,,101,75,132,100,2. High School,,,52
135808,Male,7,1982,13,Married,,,56000,4 to 6 hours a week,11 to 20 hours a week,6,,,263,206,247,208,2. High School,,,52
135841,Male,12,1983,13,Divorced,2,0,37000,4 to 6 hours a week,3 to 10 hours a week,6,,,,,,,2. High School,,,52
135844,Male,7,1980,9,Never-married,,,6000,None,3 to 10 hours a week,8,,,,,,,0. None,,,33
136006,Female,6,1980,,,,,,,,,,,275,235,290,190,2. High School,,,
136046,Male,4,1981,14,Never-married,0,5,50000,4 to 6 hours a week,3 to 10 hours a week,6,,,228,168,263,213,2. High School,,,46
136149,Male,2,1980,,,,,,,,,,,322,303,283,280,2. High School,,,
136182,Female,9,1981,,,,,,,,,,,222,100,193,290,1. GED,3. Probably not,1. Definitely,
136345,Female,1,1980,15,Separated,3,0,21000,None,Less than 2 hours per week,6,,,,,,,3. Associates,,,37
136552,Male,1,1984,12,Divorced,1,0,75000,7 to 9 hours a week,3 to 10 hours a week,8,,,224,203,233,150,2. High School,,,52
136577,Male,7,1983,,,,,,,,,,,271,240,190,208,2. High School,,,
136645,Female,4,1983,12,Never-married,2,0,,1 to 3 hours a week,Less than 2 hours per week,6,,,,,,,2. High School,4. Definitely not,1. Definitely,0
137012,Male,8,1980,9,Never-married,,,,Less than 1 hour a week,3 to 10 hours a week,8,,,,,,,0. None,,,49
137141,Female,10,1980,,,,,,,,,,,372,333,400,367,2. High School,,,
137323,Female,10,1983,18,Never-married,,,50000,10 hours or more a week,3 to 10 hours a week,7,670,460,318,300,295,300,5. Masters,,,48
137601,Female,4,1982,14,Married,2,0,15000,10 hours or more a week,3 to 10 hours a week,6,,,321,296,229,275,2. High School,,,43
137827,Male,4,1980,9,Married,0,1,,None,Less than 2 hours per week,6,,,,,,,1. GED,,,0
137865,Male,2,1983,13,Never-married,,,10000,None,21 to 30 hours a week,6,,,290,313,290,310,1. GED,,,52
137929,Female,5,1983,11,Divorced,0,8,,10 hours or more a week,21 to 30 hours a week,8,,,,,,,0. None,,,0
137956,Female,8,1982,20,Married,3,0,36000,10 hours or more a week,Less than 2 hours per week,8,,,336,373,318,350,5. Masters,,,52
138035,Female,3,1982,16,Married,1,0,101000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,4. Bachelors,,,50
138066,Male,5,1984,12,Never-married,0,5,45000,10 hours or more a week,11 to 20 hours a week,5,,,194,148,100,100,1. GED,,,52
138231,Male,6,1982,13,Never-married,1,0,33000,4 to 6 hours a week,3 to 10 hours a week,5,,,,,,,3. Associates,2. Probably ,2. Probably ,43
138257,Male,1,1981,12,Never-married,1,1,30000,None,3 to 10 hours a week,6,430,370,206,267,155,157,2. High School,,,52
138328,Male,6,1982,,,,,,,,,,,311,296,287,356,2. High School,,,
138418,Female,9,1983,12,Never-married,1,0,,1 to 3 hours a week,3 to 10 hours a week,8,,,271,254,227,100,2. High School,,,52
138572,Female,4,1983,,,,,,,,,490,520,359,356,333,345,4. Bachelors,,,
138613,Female,10,1982,15,Married,3,0,,10 hours or more a week,11 to 20 hours a week,8,,,,,,,4. Bachelors,,,0
